,Rank,NameCountry/Region,No. of FTE Students,No. of students per staff,International Students,Female:Male Ratio
1112,1001+,Federal University of Rio Grande do Norte (UFRN)Brazil,42573,17.1,0%,54 : 46
1113,1001+,Universidade Federal Rural do Semi-AridoBrazil,5872,7.7,0%,42 : 58
1114,1001+,Federal University of Santa MariaBrazil,27285,14.1,0%,54 : 46
1115,1001+,Federal University of São CarlosBrazil,19134,14.6,2%,49 : 51
1116,1001+,Federal University of ViçosaBrazil,17595,14.0,2%,50 : 50
1117,1001+,Feng Chia UniversityTaiwan,19840,23.1,16%,37 : 63
1118,1001+,Fluminense Federal UniversityBrazil,55502,15.4,0%,50 : 50
1119,1001+,University of Fortaleza (UNIFOR)Brazil,23923,15.2,0%,49 : 51
1120,1001+,Université Frères Mentouri Constantine 1Algeria,35382,20.5,0%,56 : 44
1121,1001+,University of FukuiJapan,5020,9.3,4%,30 : 70
1122,1001+,Universitas Gadjah MadaIndonesia,38310,8.6,2%,58 : 42
1123,1001+,Gazi UniversityTurkey,77346,30.3,3%,49 : 51
1124,1001+,Gaziantep UniversityTurkey,37903,38.1,6%,38 : 62
1125,1001+,University of GdańskPoland,27859,17.1,2%,69 : 31
1126,1001+,Gebze Technical UniversityTurkey,7487,27.4,2%,34 : 66
1127,1001+,Gifu UniversityJapan,7194,7.6,4%,36 : 64
1128,1001+,GITAM UniversityIndia,17226,14.2,2%,30 : 70
1129,1001+,Government College University LahorePakistan,9986,24.1,1%,43 : 57
1130,1001+,Grigore T. Popa University of Medicine and PharmacyRomania,9375,11.1,28%,66 : 34
1131,1001+,University of GuadalajaraMexicoExplore,123932,55.6,0%,52 : 48
1132,1001+,University of GuanajuatoMexico,26034,19.8,3%,53 : 47
1133,1001+,Guangxi UniversityChina,36083,16.9,4%,47 : 53
1134,1001+,Gubkin Russian State University of Oil and GasRussian Federation,8406,11.8,7%,36 : 64
1135,1001+,University of GuilanIran,16240,28.2,0%,61 : 39
1136,1001+,Gunma UniversityJapan,6473,7.7,3%,37 : 63
1137,1001+,Hallym UniversitySouth Korea,8108,9.8,5%,
1138,1001+,The Hashemite UniversityJordanExplore,15654,17.8,7%,63 : 37
1139,1001+,Université Hassan II de CasablancaMorocco,110125,27.8,2%,54 : 46
1140,1001+,University of HavanaCuba,14856,9.8,7%,71 : 29
1141,1001+,Helwan UniversityEgypt,113043,21.9,1%,51 : 49
1142,1001+,Hosei UniversityJapan,30969,40.7,2%,37 : 63
1143,1001+,University of Hradec KrálovéCzech Republic,6611,15.1,4%,60 : 40
1144,1001+,Huaqiao UniversityChina,30491,17.7,11%,50 : 50
1145,1001+,University of HyogoJapan,6566,12.8,3%,40 : 60
1146,1001+,Ibaraki UniversityJapan,8181,15.2,3%,36 : 64
1147,1001+,Ibn Tofaïl UniversityMorocco,49042,82.0,2%,48 : 52
1148,1001+,Imam Abdulrahman Bin Faisal UniversitySaudi ArabiaExplore,24763,8.5,4%,77 : 23
1149,1001+,Incheon National UniversitySouth Korea,13499,22.3,3%,43 : 57
1150,1001+,Universidad Industrial de Santander (UIS)Colombia,20851,24.5,0%,46 : 54
1151,1001+,Instituto Politécnico Nacional (IPN)Mexico,177983,10.8,0%,39 : 61
1152,1001+,IPB UniversityIndonesia,22289,12.4,3%,58 : 42
1153,1001+,I-Shou UniversityTaiwan,13970,28.5,14%,48 : 52
1154,1001+,Istanbul Medipol UniversityTurkeyExplore,26215,29.4,2%,66 : 34
1155,1001+,Ivane Javakhishvili Tbilisi State UniversityGeorgiaExplore,19670,23.9,2%,62 : 38
1156,1001+,Ivan Franko National University of LvivUkraine,16220,8.6,1%,69 : 31
1157,1001+,Iwate UniversityJapan,5516,13.8,3%,37 : 63
1158,1001+,Izmir Institute of TechnologyTurkey,5090,19.6,4%,46 : 54
1159,1001+,Kagawa UniversityJapan,6392,9.7,2%,41 : 59
1160,1001+,Kagoshima UniversityJapan,10541,10.1,3%,38 : 62
1161,1001+,Kanagawa UniversityJapan,18104,14.6,3%,28 : 72
1162,1001+,Kangwon National UniversitySouth KoreaExplore,23127,23.1,3%,41 : 59
1163,1001+,Kansai UniversityJapan,30346,11.2,3%,39 : 61
1164,1001+,Kasetsart UniversityThailand,68067,22.2,1%,62 : 38
1165,1001+,Kaunas University of TechnologyLithuania,9956,14.7,6%,38 : 62
1166,1001+,Kazan National Research Technological UniversityRussian Federation,15260,10.7,11%,45 : 55
1167,1001+,Kharazmi UniversityIran,12656,20.9,1%,57 : 43
1168,1001+,Khon Kaen UniversityThailand,38655,19.7,2%,51 : 49
1169,1001+,KIIT UniversityIndiaExplore,21390,13.1,2%,41 : 59
1170,1001+,King Mongkut’s Institute of Technology LadkrabangThailand,23539,21.7,1%,53 : 47
1171,1001+,King Mongkut's University of Technology North BangkokThailand,26846,24.9,0%,42 : 58
1172,1001+,King Mongkut’s University of Technology ThonburiThailand,16126,21.4,3%,47 : 53
1173,1001+,Kitasato UniversityJapan,8503,5.4,0%,53 : 47
1174,1001+,Kochi UniversityJapan,5469,8.1,1%,44 : 56
1175,1001+,Kogakuin UniversityJapan,6505,17.4,1%,17 : 83
1176,1001+,Kookmin UniversitySouth Korea,17081,11.3,10%,46 : 54
1177,1001+,Kwansei Gakuin UniversityJapan,24766,23.8,3%,48 : 52
1178,1001+,Kyoto Institute of TechnologyJapan,3989,13.0,5%,26 : 74
1179,1001+,Kyushu Institute of Technology (Kyutech)Japan,5653,16.2,4%,13 : 87
1180,1001+,Latvia University of Life Sciences and TechnologiesLatvia,4216,36.9,1%,49 : 51
1181,1001+,University of LeónSpain,13606,16.1,13%,56 : 44
1182,1001+,University of LethbridgeCanada,6996,12.9,12%,
1183,1001+,L.N. Gumilyov Eurasian National UniversityKazakhstan,17205,5.3,4%,
1184,1001+,Lobachevsky State University of Nizhni NovgorodRussian Federation,18077,7.9,7%,53 : 47
1185,1001+,University of ŁódźPoland,31192,14.1,5%,65 : 35
1186,1001+,Lodz University of TechnologyPoland,16372,13.0,4%,41 : 59
1187,1001+,London South Bank UniversityUnited Kingdom,12168,16.5,33%,56 : 44
1188,1001+,Londrina State UniversityBrazil,26685,15.3,1%,57 : 43
1189,1001+,Maharaja Sayajirao University of BarodaIndia,39252,27.2,0%,55 : 45
1190,1001+,Mahasarakham UniversityThailand,38192,29.3,0%,67 : 33
1191,1001+,Universiti Malaysia Sarawak (UNIMAS)MalaysiaExplore,15973,18.8,6%,65 : 35
1192,1001+,Manipal Academy of Higher EducationIndia,23082,8.6,11%,45 : 55
1193,1001+,University of ManoubaTunisia,18361,13.5,1%,66 : 34
1194,1001+,Marmara UniversityTurkey,59480,29.1,4%,49 : 51
1195,1001+,University of Marrakech Cadi AyyadMorocco,102000,65.7,1%,54 : 46
1196,1001+,Meiji UniversityJapan,33309,11.7,4%,34 : 66
1197,1001+,Meijo UniversityJapan,15412,31.4,1%,29 : 71
1198,1001+,Mendel University in BrnoCzech Republic,7215,14.4,16%,60 : 40
1199,1001+,Menoufia UniversityEgypt,84587,36.4,1%,45 : 55
1200,1001+,M’Hamed Bougara University of BoumerdèsAlgeria,31075,21.1,0%,60 : 40
1201,1001+,Universidad Michoacana de San Nicolás de HidalgoMexico,40381,30.2,1%,52 : 48
1202,1001+,Mie UniversityJapan,7118,9.5,3%,37 : 63
1203,1001+,Ming Chuan UniversityTaiwan,18590,22.7,12%,60 : 40
1204,1001+,Minia UniversityEgypt,59181,15.6,1%,60 : 40
1205,1001+,MIREA - Russian Technological UniversityRussian Federation,19965,17.0,3%,33 : 67
1206,1001+,University of MiyazakiJapan,5488,7.9,3%,35 : 65
1207,1001+,Mohammed V University of RabatMorocco,81914,33.4,5%,57 : 43
1208,1001+,University of MonastirTunisia,19973,9.7,1%,68 : 32
1209,1001+,University of MontenegroMontenegro,19171,27.3,2%,56 : 44
1210,1001+,Moscow Aviation InstituteRussian Federation,15248,11.7,9%,28 : 72
1211,1001+,Moscow Power Engineering InstituteRussian Federation,11422,14.7,10%,37 : 63
1212,1001+,Multimedia UniversityMalaysia,11080,13.3,9%,45 : 55
1213,1001+,University of MumbaiIndia,7874,18.1,0%,47 : 53
1214,1001+,University of MysoreIndia,7810,21.3,10%,39 : 61
1215,1001+,Nagaoka University of TechnologyJapan,2300,10.7,12%,11 : 89
1216,1001+,Nagasaki UniversityJapan,9163,7.0,4%,37 : 63
1217,1001+,Nagoya City UniversityJapan,4444,7.6,2%,53 : 47
1218,1001+,Nagoya Institute of TechnologyJapan,5661,16.2,4%,15 : 85
1219,1001+,Nanjing University of Aeronautics and AstronauticsChina,29542,16.6,3%,27 : 73
1220,1001+,Nara Medical UniversityJapan,1240,3.3,1%,47 : 53
1221,1001+,Naresuan UniversityThailand,22863,15.6,1%,66 : 34
1222,1001+,National Changhua University of EducationTaiwan,8180,21.8,8%,52 : 48
1223,1001+,National Chiayi UniversityTaiwan,12219,26.3,3%,48 : 52
1224,1001+,National Chin-Yi University of TechnologyTaiwan,7158,24.9,4%,39 : 61
1225,1001+,National Chung Cheng UniversityTaiwanExplore,10161,14.9,5%,42 : 58
1226,1001+,National Chung Hsing UniversityTaiwan,15077,14.9,5%,40 : 60
1227,1001+,National University of ColombiaColombia,52085,22.4,1%,38 : 62
1228,1001+,National University of CórdobaArgentina,59450,10.4,3%,68 : 32
1229,1001+,National University of CuyoArgentina,46096,9.6,2%,61 : 39
1230,1001+,National University of KaohsiungTaiwan,5550,23.3,4%,45 : 55
1231,1001+,National Research Saratov State UniversityRussian Federation,9847,9.7,7%,61 : 39
1232,1001+,National University of San MartínArgentina,15236,15.8,5%,65 : 35
1233,1001+,National University of the SouthArgentina,20987,16.0,%,58 : 42
1234,1001+,National Taipei UniversityTaiwan,8645,17.0,4%,54 : 46
1235,1001+,National Taiwan Ocean UniversityTaiwan,8652,21.6,9%,32 : 68
1236,1001+,National Technical University Kharkiv Polytechnic InstituteUkraine,13411,8.4,9%,32 : 68
1237,1001+,National Yunlin University of Science and TechnologyTaiwan,9215,24.9,4%,42 : 58
1238,1001+,Nicolaus Copernicus University in ToruńPoland,22438,11.1,2%,71 : 29
1239,1001+,University of Nigeria NsukkaNigeria,34227,13.2,1%,51 : 49
1240,1001+,Slovak University of Agriculture in NitraSlovakia,6570,14.1,2%,57 : 43
1241,1001+,University of North Carolina WilmingtonUnited States,14791,19.6,2%,62 : 38
1242,1001+,North China Electric Power UniversityChina,30733,16.6,2%,37 : 63
1243,1001+,"University of the North, ColombiaColombia",14228,20.5,3%,51 : 49
1244,1001+,University of North FloridaUnited States,12132,17.7,2%,57 : 43
1245,1001+,Novosibirsk State Technical UniversityRussian Federation,11640,11.4,20%,44 : 56
1246,1001+,Oakland UniversityUnited States,15887,18.9,4%,57 : 43
1247,1001+,Ocean University of ChinaChina,32059,17.5,4%,52 : 48
1248,1001+,Ochanomizu UniversityJapan,2775,14.8,4%,100 : 0
1249,1001+,Oita UniversityJapan,5693,9.2,1%,37 : 63
1250,1001+,Ondokuz Mayis UniversityTurkey,36179,33.0,6%,51 : 49
1251,1001+,Osaka Medical CollegeJapan,1248,2.7,1%,49 : 51
1252,1001+,Osaka Prefecture UniversityJapan,7746,10.1,4%,36 : 64
1253,1001+,University of OstravaCzech Republic,8872,18.3,9%,70 : 30
1254,1001+,University of PardubiceCzech Republic,7266,13.7,7%,55 : 45
1255,1001+,Paris Nanterre UniversityFrance,33434,36.3,17%,62 : 38
1256,1001+,Perm National Research Polytechnic UniversityRussian Federation,8922,9.0,7%,35 : 65
1257,1001+,Perm State UniversityRussian Federation,9252,10.5,1%,62 : 38
1258,1001+,University of PeshawarPakistan,5647,10.7,2%,40 : 60
1259,1001+,Pirogov Russian National Research Medical UniversityRussian Federation,8078,6.3,6%,72 : 28
1260,1001+,PMAS Arid Agriculture University RawalpindiPakistan,12452,52.1,0%,39 : 61
1261,1001+,Polytechnic University of BucharestRomania,29437,13.5,3%,36 : 64
1262,1001+,Polytechnic University of TimişoaraRomania,12646,20.4,3%,37 : 63
1263,1001+,Pontifical Catholic University of Minas GeraisBrazil,34101,21.3,0%,57 : 43
1264,1001+,Pontifical Catholic University of ValparaísoChile,15935,24.4,1%,42 : 58
1265,1001+,Universidad Pontificia Bolivariana (UPB)Colombia,15118,12.6,1%,55 : 45
1266,1001+,Pontifícia Universidade Católica do ParanáBrazil,23714,23.0,1%,53 : 47
1267,1001+,Prince of Songkla UniversityThailand,39257,15.8,2%,69 : 31
1268,1001+,PSG College of TechnologyIndia,8325,14.6,0%,38 : 62
1269,1001+,Riga Technical UniversityLatvia,10805,29.8,11%,36 : 64
1270,1001+,Ritsumeikan UniversityJapan,34413,18.3,6%,35 : 65
1271,1001+,Robert Gordon UniversityUnited Kingdom,9489,20.4,22%,62 : 38
1272,1001+,University of the RyukyusJapan,8222,10.9,2%,38 : 62
1273,1001+,Saga UniversityJapan,6799,9.6,2%,39 : 61
1274,1001+,Saitama UniversityJapan,8579,14.3,5%,33 : 67
1275,1001+,Saitama Medical UniversityJapan,1909,1.5,0%,49 : 51
1276,1001+,Samara National Research University (Samara University)Russian Federation,9660,10.6,11%,51 : 49
1277,1001+,"University of Santiago, Chile (USACH)Chile",22818,24.3,2%,42 : 58
1278,1001+,University of SargodhaPakistan,26206,34.0,0%,51 : 49
1279,1001+,SASTRA UniversityIndia,12234,14.5,0%,52 : 48
1280,1001+,Sathyabama Institute of Science and TechnologyIndiaExplore,14381,16.9,1%,49 : 51
1281,1001+,University of Sciences and Technology Houari BoumedieneAlgeria,41865,22.5,1%,58 : 42
1282,1001+,University of Science and Technology of Oran Mohamed-BoudiafAlgeria,22049,11.7,2%,52 : 48
1283,1001+,Sechenov UniversityRussian Federation,15354,8.2,16%,78 : 22
1284,1001+,Selçuk UniversityTurkey,48591,19.4,4%,41 : 59
1285,1001+,Semnan UniversityIran,12496,15.4,1%,50 : 50
1286,1001+,Seoul National University of Science and Technology (SeoulTech)South Korea,11912,17.2,4%,34 : 66
1287,1001+,University of SfaxTunisia,32178,13.5,1%,69 : 31
1288,1001+,Shahed UniversityIran,6350,19.4,0%,55 : 45
1289,1001+,Shahid Bahonar University of KermanIran,14998,23.5,0%,58 : 42
1290,1001+,​Shahid Chamran University of AhvazIran,12309,21.1,2%,61 : 39
1291,1001+,Shahrekord UniversityIran,7378,22.8,0%,59 : 41
1292,1001+,Shahrood University of TechnologyIran,8448,24.6,0%,44 : 56
1293,1001+,Shibaura Institute of TechnologyJapan,7886,24.0,16%,20 : 80
1294,1001+,Shiga University of Medical ScienceJapan,1164,3.1,2%,43 : 57
1295,1001+,Shimane UniversityJapan,6086,7.6,2%,36 : 64
1296,1001+,Shinshu UniversityJapan,10812,10.3,3%,32 : 68
1297,1001+,Shiraz University of Medical SciencesIran,10465,10.9,2%,58 : 42
1298,1001+,Shizuoka UniversityJapan,9956,13.6,3%,29 : 71
1299,1001+,University of ShizuokaJapan,3002,11.6,3%,61 : 39
1300,1001+,Showa UniversityJapan,3659,2.1,1%,59 : 41
1301,1001+,Siberian Federal UniversityRussian Federation,23800,16.7,4%,48 : 52
1302,1001+,Siksha ‘O’ AnusandhanIndiaExplore,11703,9.9,0%,47 : 53
1303,1001+,University of Silesia in KatowicePoland,24174,12.8,3%,64 : 36
1304,1001+,Silesian University of TechnologyPoland,20646,12.6,1%,34 : 66
1305,1001+,Silpakorn UniversityThailand,24542,19.8,3%,69 : 31
1306,1001+,Simón Bolívar UniversityVenezuela,10273,24.9,0%,46 : 54
1307,1001+,Slovak University of Technology in BratislavaSlovakia,13108,13.3,3%,34 : 66
1308,1001+,Sofia UniversityBulgaria,21988,9.3,6%,65 : 35
1309,1001+,Sohag UniversityEgypt,52056,28.8,0%,58 : 42
1310,1001+,University of SonoraMexico,29921,20.9,1%,53 : 47
1311,1001+,Soongsil UniversitySouth Korea,15516,18.3,6%,42 : 58
1312,1001+,Sophia UniversityJapanExplore,13369,24.2,9%,56 : 44
1313,1001+,University of SousseTunisia,25335,11.1,1%,67 : 33
1314,1001+,University of South AfricaSouth Africa,193874,155.2,7%,67 : 33
1315,1001+,University of South ChinaChina,21401,10.0,0%,55 : 45
1316,1001+,Southern Federal UniversityRussian Federation,19038,9.1,9%,55 : 45
1317,1001+,Southern Medical UniversityChina,19306,6.6,7%,58 : 42
1318,1001+,South Ural State UniversityRussian Federation,28840,17.1,5%,45 : 55
1319,1001+,South Valley UniversityEgypt,47488,47.9,0%,60 : 40
1320,1001+,University of South WalesUnited Kingdom,15664,14.8,19%,53 : 47
1321,1001+,Southwest Jiaotong UniversityChinaExplore,38059,15.9,2%,25 : 75
1322,1001+,Srinakharinwirot UniversityThailand,22247,17.4,0%,66 : 34
1323,1001+,SRM Institute of Science and TechnologyIndia,51031,15.6,2%,22 : 78
1324,1001+,State University of Ponta GrossaBrazil,11911,12.5,0%,52 : 48
1325,1001+,State University of Santa CruzBrazil,3954,4.7,0%,54 : 46
1326,1001+,St Petersburg Electrotechnical University (LETI)Russian Federation,8021,12.5,18%,30 : 70
1327,1001+,Süleyman Demirel UniversityTurkey,46705,27.5,3%,48 : 52
1328,1001+,Sumy State UniversityUkraine,9293,10.4,13%,
1329,1001+,Suranaree University of TechnologyThailand,15901,34.1,1%,55 : 45
1330,1001+,SWPS University of Social Sciences and HumanitiesPoland,13561,35.3,9%,74 : 26
1331,1001+,Szent István UniversityHungary,12796,18.7,11%,49 : 51
1332,1001+,University of TalcaChile,10795,16.1,1%,48 : 52
1333,1001+,Tamil Nadu Agricultural UniversityIndia,6279,7.6,0%,62 : 38
1334,1001+,Tamkang UniversityTaiwan,26032,24.7,8%,48 : 52
1335,1001+,University of TarapacáChile,8708,25.1,2%,55 : 45
1336,1001+,Taras Shevchenko National University of KyivUkraine,23229,8.8,3%,58 : 42
1337,1001+,Technical University of Cluj-NapocaRomania,19745,17.9,1%,36 : 64
1338,1001+,Technical University of KošiceSlovakia,8767,11.5,9%,29 : 71
1339,1001+,Technical University of LiberecCzech Republic,5321,9.5,12%,55 : 45
1340,1001+,"University of Technology, IraqIraq",10450,6.3,0%,60 : 40
1341,1001+,Universidade Tecnológica Federal do Paraná (UTFPR)Brazil,35177,14.0,1%,35 : 65
1342,1001+,Universiti Teknologi MARAMalaysia,54483,17.1,0%,66 : 34
1343,1001+,Institut Teknologi Sepuluh NopemberIndonesia,14624,10.6,4%,26 : 74
1344,1001+,Texas State UniversityUnited States,31893,19.1,1%,58 : 42
1345,1001+,Thammasat UniversityThailandExplore,33506,12.1,1%,65 : 35
1346,1001+,TOBB University of Economics and TechnologyTurkey,5836,16.8,1%,47 : 53
1347,1001+,Toho UniversityJapan,5204,13.2,1%,50 : 50
1348,1001+,Tokai UniversityJapan,29848,13.0,2%,26 : 74
1349,1001+,Tokat Gaziosmanpaşa UniversityTurkey,23679,20.9,2%,46 : 54
1350,1001+,Tokushima UniversityJapan,7553,8.7,3%,35 : 65
1351,1001+,Tokyo University of AgricultureJapan,12221,33.9,2%,41 : 59
1352,1001+,Tokyo City UniversityJapan,7481,14.9,1%,23 : 77
1353,1001+,Tokyo Denki UniversityJapan,9285,25.6,2%,12 : 88
1354,1001+,Tokyo University of Marine Science and TechnologyJapan,2654,10.7,7%,33 : 67
1355,1001+,Tomas Bata University in ZlínCzech Republic,8546,19.5,10%,58 : 42
1356,1001+,Tottori UniversityJapan,6096,7.5,2%,36 : 64
1357,1001+,University of ToyamaJapan,9133,12.0,3%,40 : 60
1358,1001+,Toyo UniversityJapan,32404,30.5,5%,42 : 58
1359,1001+,Toyohashi University of Technology (TUT)Japan,2135,8.8,7%,9 : 91
1360,1001+,Tribhuvan UniversityNepal,418053,36.0,0%,45 : 55
1361,1001+,Tunghai UniversityTaiwan,15704,26.8,10%,54 : 46
1362,1001+,University of Tunis El ManarTunisia,33923,10.1,1%,64 : 36
1363,1001+,Tzu Chi UniversityTaiwanExplore,3492,10.1,5%,60 : 40
1364,1001+,Ufa State Aviation Technical UniversityRussian Federation,14111,5.6,1%,39 : 61
1365,1001+,Unisinos UniversityBrazil,21715,23.7,0%,51 : 49
1366,1001+,Ural Federal UniversityRussian Federation,25000,11.6,11%,50 : 50
1367,1001+,Urmia UniversityIran,13500,28.6,0%,50 : 50
1368,1001+,Utsunomiya UniversityJapan,4872,13.4,4%,36 : 64
1369,1001+,University of ValladolidSpain,23232,12.3,6%,54 : 46
1370,1001+,University of ValparaísoChile,16211,18.5,3%,59 : 41
1371,1001+,"University of Veterinary and Animal Sciences, LahorePakistan",5794,28.5,1%,49 : 51
1372,1001+,Vietnam National University (Ho Chi Minh City)Vietnam,63479,21.7,1%,
1373,1001+,Vilnius Gediminas Technical University (Vilnius Tech)Lithuania,9551,14.1,10%,48 : 52
1374,1001+,V.N. Karazin Kharkiv National UniversityUkraine,17109,9.1,25%,48 : 52
1375,1001+,Volgograd State Technical UniversityRussian Federation,14764,15.0,7%,35 : 65
1376,1001+,Voronezh State UniversityRussian Federation,15246,11.0,10%,58 : 42
1377,1001+,VSB - Technical University of OstravaCzech RepublicExplore,13381,14.7,13%,36 : 64
1378,1001+,Warsaw University of TechnologyPoland,29709,12.9,6%,34 : 66
1379,1001+,Wenzhou Medical UniversityChina,15971,11.7,5%,61 : 39
1380,1001+,University of West BohemiaCzech Republic,10540,15.2,5%,54 : 46
1381,1001+,West University of TimişoaraRomania,13550,18.0,4%,66 : 34
1382,1001+,Wrocław University of Science and TechnologyPoland,28329,14.8,3%,34 : 66
1383,1001+,Yamagata UniversityJapan,8913,8.7,2%,36 : 64
1384,1001+,Yamaguchi UniversityJapan,10580,10.8,5%,37 : 63
1385,1001+,University of YamanashiJapan,4659,6.3,4%,31 : 69
1386,1001+,Yanshan UniversityChina,32748,15.3,1%,39 : 61
1387,1001+,Yarmouk UniversityJordan,35353,30.4,9%,61 : 39
1388,1001+,Yazd UniversityIran,13745,30.2,1%,58 : 42
1389,1001+,Yeditepe UniversityTurkey,19508,37.4,2%,55 : 45
1390,1001+,Yıldız Technical UniversityTurkeyExplore,36946,33.5,4%,39 : 61
1391,1001+,Yokohama National UniversityJapan,9889,12.5,7%,29 : 71
1392,1001+,Yuan Ze UniversityTaiwan,8356,19.5,8%,42 : 58
1393,1001+,Zagazig UniversityEgypt,156419,24.0,1%,53 : 47
1394,1001+,University of ZagrebCroatia,68216,18.9,3%,59 : 41
1395,1001+,University of ZanjanIran,9980,25.1,0%,54 : 46
1396,1001+,Zhejiang University of TechnologyChina,31228,14.7,8%,
