,Rank,NameCountry/Region,No. of FTE Students,No. of students per staff,International Students,Female:Male Ratio
1104,1001–1200,Lusophone University of Humanities and TechnologiesPortugal,7544,10.7,22%,53 : 47
1105,1001–1200,Universiti Malaysia PerlisMalaysia,10937,13.6,5%,45 : 55
1106,1001–1200,University of ManoubaTunisia,16315,12.1,1%,59 : 41
1107,1001–1200,University of MaraghehIran,3146,19.9,0%,56 : 44
1108,1001–1200,University of Marrakech Cadi AyyadMorocco,110826,44.8,1%,50 : 50
1109,1001–1200,University of MauritiusMauritius,8710,21.5,1%,55 : 45
1110,1001–1200,University of MazandaranIran,13320,33.1,6%,62 : 38
1111,1001–1200,Medical University of BialystokPoland,5494,12.7,8%,76 : 24
1112,1001–1200,Menoufia UniversityEgypt,100182,34.3,0%,43 : 57
1113,1001–1200,Miguel Hernández University of ElcheSpain,12276,17.0,7%,48 : 52
1114,1001–1200,Morgan State UniversityUnited States,6129,11.7,8%,59 : 41
1115,1001–1200,University of MurciaSpain,26351,16.0,8%,59 : 41
1116,1001–1200,Nanjing University of Aeronautics and AstronauticsChina,32300,15.6,3%,30 : 70
1117,1001–1200,Nanjing Medical UniversityChina,20660,8.6,4%,
1118,1001–1200,National Autonomous University of MexicoMexico,172729,17.4,4%,52 : 48
1119,1001–1200,National Central UniversityTaiwan,10853,9.7,9%,36 : 64
1120,1001–1200,National University of ColombiaColombia,42188,15.8,1%,39 : 61
1121,1001–1200,National Taipei University of TechnologyTaiwanExplore,9873,15.7,11%,28 : 72
1122,1001–1200,National Taiwan Ocean UniversityTaiwan,8905,21.0,6%,33 : 67
1123,1001–1200,National Institute of Technology RourkelaIndia,7583,20.6,4%,23 : 77
1124,1001–1200,Necmettin Erbakan UniversityTurkey,18420,13.4,13%,51 : 49
1125,1001–1200,Niigata UniversityJapanExplore,12037,7.6,3%,38 : 62
1126,1001–1200,Northwest UniversityChina,26073,14.0,1%,53 : 47
1127,1001–1200,Oakland UniversityUnited States,15413,17.8,4%,58 : 42
1128,1001–1200,Óbuda UniversityHungary,11804,38.4,6%,21 : 79
1129,1001–1200,Okayama UniversityJapan,13012,10.4,10%,40 : 60
1130,1001–1200,University of OviedoSpain,18599,11.6,2%,53 : 47
1131,1001–1200,Palacký University OlomoucCzech Republic,18673,14.5,13%,69 : 31
1132,1001–1200,University of PatrasGreece,29393,25.6,6%,51 : 49
1133,1001–1200,Pavol Jozef Šafárik University in KošiceSlovakia,6867,10.0,23%,67 : 33
1134,1001–1200,University of PécsHungaryExplore,17711,12.6,23%,57 : 43
1135,1001–1200,PMAS Arid Agriculture University RawalpindiPakistan,11456,44.8,0%,37 : 63
1136,1001–1200,Polytechnic Institute of PortoPortugal,18743,16.9,7%,48 : 52
1137,1001–1200,Pondicherry UniversityIndia,7291,22.6,1%,47 : 53
1138,1001–1200,Portland State UniversityUnited States,18067,19.3,6%,58 : 42
1139,1001–1200,Port Said UniversityEgypt,29534,29.8,0%,49 : 51
1140,1001–1200,Public University of NavarreSpain,7806,11.2,8%,51 : 49
1141,1001–1200,University of Puerto RicoPuerto Rico,47257,17.0,1%,61 : 39
1142,1001–1200,Pusan National UniversitySouth KoreaExplore,21018,17.0,6%,51 : 49
1143,1001–1200,Reichman UniversityIsrael,8030,18.7,28%,51 : 49
1144,1001–1200,University Rey Juan CarlosSpain,43160,20.3,7%,59 : 41
1145,1001–1200,Rikkyo UniversityJapan,20014,15.1,5%,
1146,1001–1200,Robert Gordon UniversityUnited Kingdom,8954,19.1,25%,60 : 40
1147,1001–1200,Rochester Institute of TechnologyUnited States,14520,15.7,16%,36 : 64
1148,1001–1200,Rowan UniversityUnited States,17912,14.4,3%,47 : 53
1149,1001–1200,Sahand University of TechnologyIran,4595,24.5,0%,35 : 65
1150,1001–1200,Sakarya UniversityTurkeyExplore,40331,25.1,8%,54 : 46
1151,1001–1200,Universidad San Francisco de QuitoEcuador,10338,13.6,5%,49 : 51
1152,1001–1200,University of SargodhaPakistan,23740,31.0,0%,53 : 47
1153,1001–1200,Semnan University of Medical Sciences and Health ServicesIran,3536,8.3,7%,64 : 36
1154,1001–1200,University of SevilleSpain,49155,16.7,12%,58 : 42
1155,1001–1200,Shahid Beheshti University of Medical SciencesIran,12850,8.7,3%,58 : 42
1156,1001–1200,Shahrekord UniversityIran,7268,21.1,0%,56 : 44
1157,1001–1200,Shahrood University of TechnologyIran,8221,21.1,1%,44 : 56
1158,1001–1200,Shanghai Maritime UniversityChina,23263,16.7,2%,46 : 54
1159,1001–1200,Sidi Mohamed Ben Abdellah UniversityMorocco,90045,53.3,2%,48 : 52
1160,1001–1200,Siksha ‘O’ AnusandhanIndiaExplore,13990,12.4,1%,54 : 46
1161,1001–1200,University of Social Welfare and Rehabilitation SciencesIran,1746,10.9,2%,68 : 32
1162,1001–1200,Sogang UniversitySouth Korea,9625,24.0,15%,46 : 54
1163,1001–1200,Sohag UniversityEgypt,60248,26.4,0%,56 : 44
1164,1001–1200,University of South AfricaSouth Africa,236282,232.2,3%,73 : 27
1165,1001–1200,University of South DakotaUnited States,7129,14.7,3%,63 : 37
1166,1001–1200,University of the South PacificFiji,12052,36.6,1%,58 : 42
1167,1001–1200,South Valley UniversityEgypt,52035,30.0,1%,57 : 43
1168,1001–1200,University of South WalesUnited Kingdom,15623,15.4,21%,53 : 47
1169,1001–1200,University of SplitCroatia,19363,16.3,2%,57 : 43
1170,1001–1200,Ştefan cel Mare University of SuceavaRomania,9239,24.8,14%,59 : 41
1171,1001–1200,St Marianna University School of MedicineJapanNot accredited,833,0.9,1%,39 : 61
1172,1001–1200,University of SunderlandUnited Kingdom,12049,15.8,40%,60 : 40
1173,1001–1200,SWPS University of Social Sciences and HumanitiesPoland,14522,37.6,8%,78 : 22
1174,1001–1200,University of SzegedHungary,20023,12.5,22%,55 : 45
1175,1001–1200,Tallinn UniversityEstonia,4178,9.6,16%,71 : 29
1176,1001–1200,Technical University of CreteGreece,6597,31.6,4%,37 : 63
1177,1001–1200,Technical University of MadridSpain,38976,15.6,16%,32 : 68
1178,1001–1200,Technological University DublinIreland,20686,18.7,21%,44 : 56
1179,1001–1200,Teesside UniversityUnited Kingdom,13136,19.3,20%,57 : 43
1180,1001–1200,University of Texas Rio Grande ValleyUnited States,29420,23.5,3%,60 : 40
1181,1001–1200,Tokyo Medical UniversityJapan,1370,1.7,1%,45 : 55
1182,1001–1200,Tokyo Metropolitan UniversityJapanExplore,8829,10.6,6%,39 : 61
1183,1001–1200,Tomsk Polytechnic UniversityRussian Federation,9077,9.8,30%,31 : 69
1184,1001–1200,Toyota Technological InstituteJapan,489,9.4,2%,8 : 92
1185,1001–1200,University of Trás-os-Montes and Alto DouroPortugal,7123,11.1,8%,55 : 45
1186,1001–1200,Universiti Tunku Abdul Rahman (UTAR)Malaysia,18183,15.8,3%,51 : 49
1187,1001–1200,Ufa State Petroleum Technological UniversityRussian Federation,13106,9.4,11%,36 : 64
1188,1001–1200,Urmia UniversityIran,13910,27.2,2%,50 : 50
1189,1001–1200,"University of Veterinary and Animal Sciences, LahorePakistan",7087,19.6,1%,50 : 50
1190,1001–1200,"Vietnam National University, HanoiVietnam",48070,15.3,1%,63 : 37
1191,1001–1200,University of VigoSpain,17613,15.4,6%,51 : 49
1192,1001–1200,Waseda UniversityJapan,46799,14.6,13%,39 : 61
1193,1001–1200,University of WestminsterUnited Kingdom,16947,20.8,50%,61 : 39
1194,1001–1200,Wuhan University of TechnologyChina,55426,14.9,2%,30 : 70
1195,1001–1200,Xidian UniversityChina,37205,16.0,1%,27 : 73
1196,1001–1200,Yarmouk UniversityJordan,36443,33.2,10%,69 : 31
1197,1001–1200,Yasouj UniversityIran,5713,23.6,0%,56 : 44
1198,1001–1200,Yıldız Technical UniversityTurkeyExplore,25532,26.0,11%,48 : 52
1199,1001–1200,University of ZaragozaSpain,28085,10.1,8%,54 : 46
1200,1001–1200,Zhejiang Gongshang UniversityChina,22676,15.8,5%,61 : 39
1201,1001–1200,Zhejiang University of TechnologyChina,32095,14.5,6%,
1202,1001–1200,University of ŽilinaSlovakia,7545,13.4,3%,35 : 65
1203,1001–1200,University of ZimbabweZimbabwe,20598,23.9,0%,51 : 49
1204,1201–1500,Université 8 Mai 1945 GuelmaAlgeria,17530,20.1,1%,67 : 33
1205,1201–1500,Abdelmalek Essaâdi UniversityMorocco,112677,88.2,1%,50 : 50
1206,1201–1500,Acharya Nagarjuna UniversityIndia,4872,7.9,7%,38 : 62
1207,1201–1500,Acıbadem UniversityTurkey,2784,6.1,3%,74 : 26
1208,1201–1500,Adolfo Ibáñez UniversityChile,10573,25.7,5%,38 : 62
1209,1201–1500,AGH University of Science and TechnologyPoland,20240,12.7,3%,35 : 65
1210,1201–1500,Aichi Medical UniversityJapan,1323,2.9,1%,57 : 43
1211,1201–1500,Universitas AirlanggaIndonesiaExplore,26142,7.7,2%,66 : 34
1212,1201–1500,Akdeniz UniversityTurkey,44434,32.7,3%,33 : 67
1213,1201–1500,University of AlicanteSpain,22094,14.4,10%,58 : 42
1214,1201–1500,Altai State UniversityRussian Federation,9120,19.6,24%,55 : 45
1215,1201–1500,Anadolu UniversityTurkey,20815,17.0,3%,53 : 47
1216,1201–1500,"University of the Andes, ChileChile",9405,18.9,3%,58 : 42
1217,1201–1500,Andhra UniversityIndia,9048,13.2,6%,49 : 51
1218,1201–1500,Universidad Andrés Bello (UNAB)Chile,46325,19.5,4%,54 : 46
1219,1201–1500,Ankara UniversityTurkey,71311,15.2,5%,46 : 54
1220,1201–1500,University of AntioquiaColombia,38437,21.5,0%,51 : 49
1221,1201–1500,"Arab Academy for Science, Technology and Maritime TransportEgypt",32049,13.8,12%,33 : 67
1222,1201–1500,Arak UniversityIran,6379,21.3,6%,67 : 33
1223,1201–1500,Ariel UniversityIsrael,12418,20.7,0%,49 : 51
1224,1201–1500,Atatürk UniversityTurkey,56419,30.2,3%,51 : 49
1225,1201–1500,Austral University of ChileChile,17434,17.5,1%,53 : 47
1226,1201–1500,Banasthali UniversityIndiaExplore,10092,17.1,5%,100 : 0
1227,1201–1500,Bandung Institute of Technology (ITB)Indonesia,20915,13.9,2%,44 : 56
1228,1201–1500,Bangladesh Agricultural University (BAU)Bangladesh,9918,17.3,1%,34 : 66
1229,1201–1500,Bangladesh University of Engineering and TechnologyBangladesh,6268,13.0,0%,22 : 78
1230,1201–1500,University of BeninNigeria,47468,25.2,0%,50 : 50
1231,1201–1500,Bezmiâlem Vakif UniversityTurkey,2904,9.5,6%,71 : 29
1232,1201–1500,BINUS UniversityIndonesia,15331,14.3,4%,41 : 59
1233,1201–1500,Bozok UniversityTurkey,14642,16.8,6%,50 : 50
1234,1201–1500,University of BrasíliaBrazil,45737,15.2,1%,52 : 48
1235,1201–1500,The British University in EgyptEgypt,11042,16.2,3%,46 : 54
1236,1201–1500,Brno University of TechnologyCzech Republic,18762,16.6,23%,29 : 71
1237,1201–1500,Bu-Ali Sina UniversityIran,10838,23.4,1%,56 : 44
1238,1201–1500,University of BucharestRomania,31267,32.7,2%,68 : 32
1239,1201–1500,Budapest University of Technology and EconomicsHungary,18728,17.0,12%,31 : 69
1240,1201–1500,University of CadizSpain,18672,16.8,9%,56 : 44
1241,1201–1500,Canterbury Christ Church UniversityUnited Kingdom,10739,17.7,14%,69 : 31
1242,1201–1500,University of CarthageTunisia,28962,9.9,1%,67 : 33
1243,1201–1500,The Catholic University of KoreaSouth Korea,9782,7.1,4%,60 : 40
1244,1201–1500,Catholic University of the NorthChile,11343,20.4,3%,47 : 53
1245,1201–1500,Chang Gung University of Science and TechnologyTaiwan,6326,26.5,1%,90 : 10
1246,1201–1500,"University of Chemistry and Technology, PragueCzech Republic",4006,8.0,22%,58 : 42
1247,1201–1500,University of ChesterUnited Kingdom,10433,18.0,15%,68 : 32
1248,1201–1500,Chosun UniversitySouth Korea,21073,27.3,3%,48 : 52
1249,1201–1500,Chungbuk National UniversitySouth KoreaExplore,17219,14.2,5%,44 : 56
1250,1201–1500,Chungnam National UniversitySouth Korea,21244,20.7,4%,47 : 53
1251,1201–1500,Chung Yuan Christian UniversityTaiwan,15037,31.3,9%,46 : 54
1252,1201–1500,Cochin University of Science and TechnologyIndia,3969,16.9,1%,60 : 40
1253,1201–1500,University of Colorado Colorado SpringsUnited States,12380,21.2,1%,55 : 45
1254,1201–1500,University of ConcepciónChile,28112,17.1,2%,52 : 48
1255,1201–1500,Corvinus University of BudapestHungary,11225,21.3,15%,53 : 47
1256,1201–1500,Czech Technical University in PragueCzech Republic,16217,8.8,20%,19 : 81
1257,1201–1500,Damghan UniversityIran,4980,28.6,0%,62 : 38
1258,1201–1500,De La Salle UniversityPhilippinesExplore,12941,14.9,3%,50 : 50
1259,1201–1500,Del Rosario UniversityColombia,11751,13.2,2%,59 : 41
1260,1201–1500,Democritus University of ThraceGreece,22230,37.0,4%,56 : 44
1261,1201–1500,Dokuz Eylül UniversityTurkey,56233,17.6,3%,47 : 53
1262,1201–1500,Ege UniversityTurkey,33062,18.5,4%,57 : 43
1263,1201–1500,Ehime UniversityJapan,9204,13.3,2%,38 : 62
1264,1201–1500,El Bosque UniversityColombia,12721,6.6,0%,65 : 35
1265,1201–1500,The University of Electro-CommunicationsJapan,4662,15.4,6%,12 : 88
1266,1201–1500,Erciyes UniversityTurkey,50212,36.2,4%,47 : 53
1267,1201–1500,Escuela Superior Politécnica del LitoralEcuador,11549,12.8,1%,38 : 62
1268,1201–1500,Universidade do Estado do Rio de Janeiro (UERJ)Brazil,22458,9.1,0%,56 : 44
1269,1201–1500,Far Eastern Federal UniversityRussian Federation,15585,12.3,21%,
1270,1201–1500,Universidade Federal do ABC (UFABC)Brazil,16706,22.2,1%,35 : 65
1271,1201–1500,Universidade Federal da BahiaBrazil,45692,17.4,0%,51 : 49
1272,1201–1500,Federal University of Espírito SantoBrazil,23475,13.4,1%,54 : 46
1273,1201–1500,Federal University of GoiásBrazil,25511,13.7,1%,50 : 50
1274,1201–1500,Federal University of LavrasBrazil,14637,18.4,1%,52 : 48
1275,1201–1500,Universidade Federal do Paraná (UFPR)Brazil,33621,13.4,0%,63 : 37
1276,1201–1500,Federal University of Rio Grande do Norte (UFRN)Brazil,37879,14.7,0%,40 : 60
1277,1201–1500,Federal University of Santa MariaBrazil,27242,13.7,1%,53 : 47
1278,1201–1500,Federal University of São CarlosBrazil,20314,15.4,1%,50 : 50
1279,1201–1500,Federal University of UberlândiaBrazil,25748,13.6,1%,52 : 48
1280,1201–1500,Federal University of ViçosaBrazil,16436,13.3,2%,55 : 45
1281,1201–1500,Federico Santa María Technical UniversityChileExplore,22405,30.0,3%,26 : 74
1282,1201–1500,University of Fort HareSouth Africa,13626,38.4,2%,57 : 43
1283,1201–1500,University of La FronteraChile,11053,22.0,1%,50 : 50
1284,1201–1500,Fujian Normal UniversityChina,31697,14.2,2%,
1285,1201–1500,Université de GabèsTunisia,13152,12.8,1%,75 : 25
1286,1201–1500,Universitas Gadjah MadaIndonesia,38089,8.1,4%,55 : 45
1287,1201–1500,Gazi UniversityTurkey,41358,20.6,3%,50 : 50
1288,1201–1500,University of GdańskPoland,19970,23.9,2%,67 : 33
1289,1201–1500,Gdańsk University of TechnologyPoland,14816,19.9,5%,38 : 62
1290,1201–1500,Gebze Technical UniversityTurkey,8403,22.7,2%,43 : 57
1291,1201–1500,Georgia Southern UniversityUnited States,22885,18.8,3%,59 : 41
1292,1201–1500,German University in CairoEgypt,11937,14.9,1%,44 : 56
1293,1201–1500,Gifu UniversityJapan,7216,7.5,5%,38 : 62
1294,1201–1500,Government College University LahorePakistan,11276,19.4,0%,42 : 58
1295,1201–1500,Grand Valley State UniversityUnited States,20972,15.3,1%,61 : 39
1296,1201–1500,Gunma UniversityJapan,6300,7.7,5%,38 : 62
1297,1201–1500,Gyeongsang National UniversitySouth KoreaExplore,12996,12.3,3%,47 : 53
1298,1201–1500,Hallym UniversitySouth Korea,7947,9.4,4%,
1299,1201–1500,Harbin Engineering UniversityChina,29861,18.7,3%,23 : 77
1300,1201–1500,Hasanuddin UniversityIndonesia,33601,14.6,1%,60 : 40
1301,1201–1500,The Hashemite UniversityJordanExplore,16647,27.9,7%,61 : 39
1302,1201–1500,Université Hassan II de CasablancaMorocco,124623,36.0,2%,52 : 48
1303,1201–1500,Université Polytechnique Hauts-de-FranceFrance,13633,21.2,13%,46 : 54
1304,1201–1500,Helwan UniversityEgypt,127379,19.3,2%,53 : 47
1305,1201–1500,Hosei UniversityJapan,30300,39.2,4%,38 : 62
1306,1201–1500,University of Hradec KrálovéCzech Republic,6390,12.3,3%,65 : 35
1307,1201–1500,Hungarian University of Agriculture and Life SciencesHungary,10474,10.5,14%,53 : 47
1308,1201–1500,University of IlorinNigeria,40901,34.8,1%,48 : 52
1309,1201–1500,Immanuel Kant Baltic Federal UniversityRussian Federation,7041,16.2,15%,62 : 38
1310,1201–1500,Incheon National UniversitySouth Korea,13210,17.3,3%,
1311,1201–1500,Indian Institute of Science Education and Research BhopalIndia,1724,14.1,0%,32 : 68
1312,1201–1500,International Hellenic UniversityGreece,45009,49.0,1%,54 : 46
1313,1201–1500,IPB UniversityIndonesia,23580,6.7,3%,58 : 42
1314,1201–1500,Irkutsk National Research Technical UniversityRussian Federation,9710,10.8,10%,38 : 62
1315,1201–1500,University of IsfahanIran,16756,24.7,4%,61 : 39
1316,1201–1500,Istanbul Medipol UniversityTurkeyExplore,24332,20.4,11%,65 : 35
1317,1201–1500,Ivan Franko National University of LvivUkraine,18357,10.0,1%,65 : 35
1318,1201–1500,Jawaharlal Nehru Technological University Anantapur (JNTUA)India,5683,16.1,0%,38 : 62
1319,1201–1500,Jeju National UniversitySouth KoreaExplore,11741,17.6,4%,52 : 48
1320,1201–1500,Jianghan UniversityChina,19522,15.5,2%,55 : 45
1321,1201–1500,Kagawa UniversityJapan,6369,9.9,2%,42 : 58
1322,1201–1500,Kanazawa Medical UniversityJapan,1090,2.2,2%,54 : 46
1323,1201–1500,Kangwon National UniversitySouth KoreaExplore,22104,22.0,3%,41 : 59
1324,1201–1500,Karabük UniversityTurkey,47263,41.8,22%,39 : 61
1325,1201–1500,Kaunas University of TechnologyLithuania,8361,14.2,8%,34 : 66
1326,1201–1500,Kazan National Research Technical UniversityRussian Federation,7068,12.7,12%,26 : 74
1327,1201–1500,Kazan National Research Technological UniversityRussian Federation,13064,11.4,17%,41 : 59
1328,1201–1500,Kazan State Medical UniversityRussian Federation,5657,10.4,25%,61 : 39
1329,1201–1500,Kharazmi UniversityIran,12607,19.0,4%,54 : 46
1330,1201–1500,Khon Kaen UniversityThailand,34434,18.1,2%,59 : 41
1331,1201–1500,Khulna University of Engineering and Technology (KUET)Bangladesh,5562,15.0,0%,23 : 77
1332,1201–1500,King Mongkut's University of Technology North BangkokThailand,27055,22.8,0%,43 : 57
1333,1201–1500,Kitasato UniversityJapan,8605,5.2,1%,54 : 46
1334,1201–1500,Kochi University of TechnologyJapan,2593,20.3,2%,25 : 75
1335,1201–1500,Universiti Kuala LumpurMalaysia,15858,12.3,3%,41 : 59
1336,1201–1500,Kyushu Institute of Technology (Kyutech)Japan,5646,16.0,5%,14 : 86
1337,1201–1500,Lahore College for Women University (LCWU)Pakistan,10457,17.7,0%,100 : 0
1338,1201–1500,University of LethbridgeCanada,7172,13.3,11%,
1339,1201–1500,L.N. Gumilyov Eurasian National UniversityKazakhstan,19358,14.1,4%,57 : 43
1340,1201–1500,Lobachevsky State University of Nizhni NovgorodRussian Federation,18767,9.1,12%,51 : 49
1341,1201–1500,Londrina State UniversityBrazil,21180,11.2,1%,58 : 42
1342,1201–1500,University of LucknowIndia,17291,39.2,0%,50 : 50
1343,1201–1500,"Lumière University, Lyon 2France",25186,47.2,18%,68 : 32
1344,1201–1500,University of MalagaSpain,35888,13.8,6%,54 : 46
1345,1201–1500,Universiti Malaysia KelantanMalaysia,8787,20.1,3%,71 : 29
1346,1201–1500,Universiti Malaysia Sarawak (UNIMAS)MalaysiaExplore,13956,17.9,7%,73 : 27
1347,1201–1500,University of MariborSlovenia,12403,14.3,10%,53 : 47
1348,1201–1500,Marmara UniversityTurkey,62414,30.6,6%,51 : 49
1349,1201–1500,Mendel University in BrnoCzech Republic,8886,16.5,20%,57 : 43
1350,1201–1500,Metropolitan Autonomous UniversityMexico,59709,21.1,1%,50 : 50
1351,1201–1500,Mie UniversityJapan,7125,8.4,4%,38 : 62
1352,1201–1500,Ming Chi University of TechnologyTaiwan,4514,19.5,2%,26 : 74
1353,1201–1500,Mohammed V University of RabatMorocco,88644,43.3,3%,52 : 48
1354,1201–1500,University of MonastirTunisia,19203,9.6,2%,70 : 30
1355,1201–1500,Moscow Aviation InstituteRussian Federation,15493,12.8,12%,28 : 72
1356,1201–1500,Moscow State University of Civil EngineeringRussian Federation,11918,12.7,8%,
1357,1201–1500,Multimedia UniversityMalaysia,7116,10.6,11%,51 : 49
1358,1201–1500,University of MumbaiIndia,13330,23.5,1%,51 : 49
1359,1201–1500,University of MysoreIndia,7970,21.4,10%,42 : 58
1360,1201–1500,Nagaoka University of TechnologyJapan,2189,11.1,12%,10 : 90
1361,1201–1500,Nagasaki UniversityJapan,8869,6.7,6%,39 : 61
1362,1201–1500,Nagoya City UniversityJapan,4514,7.5,4%,48 : 52
1363,1201–1500,National Chengchi UniversityTaiwan,12489,14.8,13%,57 : 43
1364,1201–1500,National Chin-Yi University of TechnologyTaiwan,7294,23.2,5%,30 : 70
1365,1201–1500,National Chung Cheng UniversityTaiwanExplore,8650,15.4,4%,44 : 56
1366,1201–1500,National Chung Hsing UniversityTaiwan,15150,16.8,7%,41 : 59
1367,1201–1500,National University of Distance Education (UNED)Spain,66141,56.9,5%,54 : 46
1368,1201–1500,National Dong Hwa UniversityTaiwanExplore,10008,17.8,8%,52 : 48
1369,1201–1500,National Research University of Electronic Technology (MIET)Russian Federation,4736,9.3,7%,28 : 72
1370,1201–1500,National Research Saratov State UniversityRussian Federation,9826,9.3,11%,58 : 42
1371,1201–1500,National University of San MartínArgentina,16276,16.1,5%,60 : 40
1372,1201–1500,National Technical University Kharkiv Polytechnic InstituteUkraine,11413,7.9,13%,32 : 68
1373,1201–1500,National Technical University of Ukraine – Igor Sikorsky Kyiv Polytechnic InstituteUkraine,21170,8.0,3%,30 : 70
1374,1201–1500,Nicolaus Copernicus University in ToruńPoland,19684,13.0,4%,67 : 33
1375,1201–1500,University of Nigeria NsukkaNigeria,43108,11.4,1%,46 : 54
1376,1201–1500,Slovak University of Agriculture in NitraSlovakia,4870,11.3,3%,52 : 48
1377,1201–1500,University of North Carolina WilmingtonUnited States,15940,19.1,2%,64 : 36
1378,1201–1500,North China Electric Power UniversityChina,37861,19.1,3%,36 : 64
1379,1201–1500,"University of the North, ColombiaColombia",13991,19.0,1%,51 : 49
1380,1201–1500,Obafemi Awolowo UniversityNigeria,29939,23.3,0%,41 : 59
1381,1201–1500,Oles Honchar Dnipro National UniversityUkraine,9522,12.1,1%,60 : 40
1382,1201–1500,Opole University of TechnologyPoland,5604,14.5,7%,33 : 67
1383,1201–1500,Oran 1 UniversityAlgeria,25775,19.2,1%,66 : 34
1384,1201–1500,Osaka Metropolitan UniversityJapan,15827,11.5,5%,37 : 63
1385,1201–1500,Osmania UniversityIndia,10814,23.7,3%,32 : 68
1386,1201–1500,University of OstravaCzech Republic,8492,16.4,11%,69 : 31
1387,1201–1500,University of PannoniaHungary,5351,17.3,6%,49 : 51
1388,1201–1500,Paris Nanterre UniversityFrance,34972,37.4,17%,63 : 37
1389,1201–1500,University of Pau and Pays de l’AdourFrance,14186,14.5,14%,52 : 48
1390,1201–1500,Universitas Pendidikan IndonesiaIndonesia,32320,20.1,1%,64 : 36
1391,1201–1500,Persian Gulf UniversityIran,5070,21.3,3%,55 : 45
1392,1201–1500,Pirogov Russian National Research Medical UniversityRussian Federation,9607,5.9,5%,74 : 26
1393,1201–1500,Pontifical Catholic University of PeruPeru,25644,7.8,1%,46 : 54
1394,1201–1500,Pontifical Catholic University of ValparaísoChile,17703,26.6,1%,43 : 57
1395,1201–1500,Pontifícia Universidade Católica do ParanáBrazil,12301,14.7,1%,55 : 45
1396,1201–1500,Poznan University of Medical SciencesPoland,7495,6.0,14%,72 : 28
1397,1201–1500,Poznan University of TechnologyPoland,14502,11.6,4%,33 : 67
1398,1201–1500,University of PrimorskaSlovenia,6089,16.6,15%,76 : 24
1399,1201–1500,Prince of Songkla UniversityThailand,32779,13.0,2%,70 : 30
1400,1201–1500,Qassim UniversitySaudi ArabiaExplore,42159,10.2,6%,62 : 38
1401,1201–1500,Riga Technical UniversityLatvia,10745,33.4,21%,33 : 67
1402,1201–1500,Ritsumeikan UniversityJapan,34906,17.3,10%,37 : 63
1403,1201–1500,University of the RyukyusJapan,7534,9.9,2%,39 : 61
1404,1201–1500,Saga UniversityJapan,6577,9.9,3%,41 : 59
1405,1201–1500,Université Saint-Joseph de BeyrouthLebanon,7906,11.3,6%,62 : 38
1406,1201–1500,Saitama Medical UniversityJapan,1908,1.4,0%,51 : 49
1407,1201–1500,Samara National Research University (Samara University)Russian Federation,9172,11.3,17%,46 : 54
1408,1201–1500,"University of Santiago, Chile (USACH)Chile",23419,22.5,2%,44 : 56
1409,1201–1500,Sapporo Medical UniversityJapan,1299,3.2,0%,45 : 55
1410,1201–1500,SASTRA UniversityIndia,9945,13.8,1%,45 : 55
1411,1201–1500,Sathyabama Institute of Science and TechnologyIndiaExplore,12971,12.1,5%,48 : 52
1412,1201–1500,Universitas Sebelas MaretIndonesia,28398,18.3,1%,64 : 36
1413,1201–1500,Selçuk UniversityTurkey,36084,19.6,7%,55 : 45
1414,1201–1500,Semnan UniversityIran,15415,13.7,1%,50 : 50
1415,1201–1500,University of SeoulSouth Korea,9759,17.5,4%,40 : 60
1416,1201–1500,Seoul National University of Science and Technology (SeoulTech)South Korea,9526,14.9,8%,36 : 64
1417,1201–1500,University of SfaxTunisia,29118,12.9,2%,68 : 32
1418,1201–1500,Shahed UniversityIran,5501,16.8,0%,48 : 52
1419,1201–1500,Shahid Bahonar University of KermanIran,14509,23.8,1%,60 : 40
1420,1201–1500,​Shahid Chamran University of AhvazIran,15096,25.6,4%,58 : 42
1421,1201–1500,Shahid Rajaee Teacher Training UniversityIran,9060,38.1,0%,31 : 69
1422,1201–1500,University of Shanghai for Science and TechnologyChina,25884,9.7,2%,41 : 59
1423,1201–1500,Shibaura Institute of TechnologyJapan,9007,27.9,6%,18 : 82
1424,1201–1500,Shiga University of Medical ScienceJapan,1160,3.1,3%,49 : 51
1425,1201–1500,Shinshu UniversityJapan,10603,10.4,3%,32 : 68
1426,1201–1500,Showa UniversityJapan,3662,1.6,0%,60 : 40
1427,1201–1500,Siberian Federal UniversityRussian Federation,9724,18.9,13%,36 : 64
1428,1201–1500,Silesian University of TechnologyPoland,18396,12.4,4%,32 : 68
1429,1201–1500,Sofia UniversityBulgaria,22490,6.5,6%,65 : 35
1430,1201–1500,Soonchunhyang UniversitySouth Korea,11543,19.2,4%,49 : 51
1431,1201–1500,Soongsil UniversitySouth Korea,16142,19.8,10%,47 : 53
1432,1201–1500,Université Sorbonne NouvelleFrance,16698,24.0,29%,77 : 23
1433,1201–1500,University of SousseTunisia,25602,13.4,2%,68 : 32
1434,1201–1500,Southern Federal UniversityRussian Federation,17299,10.2,14%,65 : 35
1435,1201–1500,Southwest Jiaotong UniversityChinaExplore,46881,17.4,1%,34 : 66
1436,1201–1500,Sri Venkateswara UniversityIndia,7248,14.6,0%,45 : 55
1437,1201–1500,SRM Institute of Science and TechnologyIndia,50680,15.1,2%,28 : 72
1438,1201–1500,Staffordshire UniversityUnited KingdomExplore,10050,17.5,13%,49 : 51
1439,1201–1500,State University of MalangIndonesia,36741,35.6,4%,61 : 39
